,content,page_number,pdf_name,t_x1,t_x2,t_y1,t_y2,x1,x2,y1,y2
2400,100.0,3,eu-016,189,482,264,701,370,388,562,570
2401,"5,510",3,eu-016,189,482,264,701,461,479,562,570
2402,Germany,3,eu-016,189,482,264,701,88,119,547,555
2403,90.5,3,eu-016,189,482,264,701,201,215,547,555
2404,4.4,3,eu-016,189,482,264,701,293,303,547,555
2405,5.1,3,eu-016,189,482,264,701,378,388,547,555
2406,"55,400",3,eu-016,189,482,264,701,457,479,547,555
2407,hungary,3,eu-016,189,482,264,701,88,117,533,541
2408,99.8,3,eu-016,189,482,264,701,201,215,533,541
2409,0.2,3,eu-016,189,482,264,701,293,303,533,541
2410,0,3,eu-016,189,482,264,701,384,388,533,541
2411,"6,575",3,eu-016,189,482,264,701,461,479,533,541
2412,ireland,3,eu-016,189,482,264,701,88,112,519,527
2413,33.9,3,eu-016,189,482,264,701,201,215,519,527
2414,31.6,3,eu-016,189,482,264,701,289,303,519,527
2415,34.5,3,eu-016,189,482,264,701,374,388,519,527
2416,440,3,eu-016,189,482,264,701,466,479,519,527
2417,italy,3,eu-016,189,482,264,701,88,102,505,513
2418,0,3,eu-016,189,482,264,701,211,215,505,513
2419,0,3,eu-016,189,482,264,701,299,303,505,513
2420,100.0,3,eu-016,189,482,264,701,370,388,505,513
2421,"4,499",3,eu-016,189,482,264,701,461,479,505,513
2422,Latvia,3,eu-016,189,482,264,701,88,108,491,499
2423,98.1,3,eu-016,189,482,264,701,201,215,491,499
2424,1.9,3,eu-016,189,482,264,701,293,303,491,499
2425,0,3,eu-016,189,482,264,701,384,388,491,499
2426,619,3,eu-016,189,482,264,701,466,479,491,499
2427,Lithuania,3,eu-016,189,482,264,701,88,119,476,484
2428,99.0,3,eu-016,189,482,264,701,201,215,476,484
2429,1.0,3,eu-016,189,482,264,701,293,303,476,484
2430,0,3,eu-016,189,482,264,701,384,388,476,484
2431,"2,270",3,eu-016,189,482,264,701,461,479,476,484
2432,Luxembourg,3,eu-016,189,482,264,701,88,131,462,470
2433,93.9,3,eu-016,189,482,264,701,201,215,462,470
2434,6.1,3,eu-016,189,482,264,701,293,303,462,470
2435,0,3,eu-016,189,482,264,701,384,388,462,470
2436,163,3,eu-016,189,482,264,701,466,479,462,470
2437,malta,3,eu-016,189,482,264,701,88,107,448,456
2438,96.5,3,eu-016,189,482,264,701,201,215,448,456
2439,3.5,3,eu-016,189,482,264,701,293,303,448,456
2440,0,3,eu-016,189,482,264,701,384,388,448,456
2441,85,3,eu-016,189,482,264,701,471,479,448,456
2442,netherlands,3,eu-016,189,482,264,701,88,129,434,442
2443,87.1,3,eu-016,189,482,264,701,201,215,434,442
2444,12.9,3,eu-016,189,482,264,701,289,303,434,442
2445,0,3,eu-016,189,482,264,701,384,388,434,442
2446,"1,245",3,eu-016,189,482,264,701,461,479,434,442
2447,poland,3,eu-016,189,482,264,701,88,111,420,428
2448,0,3,eu-016,189,482,264,701,211,215,420,428
2449,0,3,eu-016,189,482,264,701,299,303,420,428
2450,100.0,3,eu-016,189,482,264,701,370,388,420,428
2451,"11,155",3,eu-016,189,482,264,701,457,479,420,428
2452,portugal,3,eu-016,189,482,264,701,88,117,406,414
2453,0,3,eu-016,189,482,264,701,211,215,406,414
2454,1.0,3,eu-016,189,482,264,701,293,303,406,414
2455,99.0,3,eu-016,189,482,264,701,374,388,406,414
2456,482,3,eu-016,189,482,264,701,466,479,406,414
2457,Romania,3,eu-016,189,482,264,701,88,118,391,399
2458,0,3,eu-016,189,482,264,701,211,215,391,399
2459,0,3,eu-016,189,482,264,701,299,303,391,399
2460,100.0,3,eu-016,189,482,264,701,370,388,391,399
2461,620,3,eu-016,189,482,264,701,466,479,391,399
2462,Slovakia,3,eu-016,189,482,264,701,88,116,377,385
2463,99.4,3,eu-016,189,482,264,701,201,215,377,385
2464,0.6,3,eu-016,189,482,264,701,293,303,377,385
2465,0,3,eu-016,189,482,264,701,384,388,377,385
2466,"8,367",3,eu-016,189,482,264,701,461,479,377,385
2467,Slovenia,3,eu-016,189,482,264,701,88,116,363,371
2468,0,3,eu-016,189,482,264,701,211,215,363,371
2469,0,3,eu-016,189,482,264,701,299,303,363,371
2470,100.0,3,eu-016,189,482,264,701,370,388,363,371
2471,"1,346",3,eu-016,189,482,264,701,461,479,363,371
2472,Spain,3,eu-016,189,482,264,701,88,107,349,357
2473,100.0,3,eu-016,189,482,264,701,197,215,349,357
2474,0,3,eu-016,189,482,264,701,299,303,349,357
2475,0,3,eu-016,189,482,264,701,384,388,349,357
2476,"3,658",3,eu-016,189,482,264,701,461,479,349,357
2477,Sweden,3,eu-016,189,482,264,701,88,115,335,343
2478,23.9,3,eu-016,189,482,264,701,201,215,335,343
2479,73.7,3,eu-016,189,482,264,701,289,303,335,343
2480,2.4,3,eu-016,189,482,264,701,378,388,335,343
2481,"3,930",3,eu-016,189,482,264,701,461,479,335,343
2482,UnitedKingdom,3,eu-016,189,482,264,701,88,143,321,329
2483,24.0,3,eu-016,189,482,264,701,201,215,321,329
2484,21.4,3,eu-016,189,482,264,701,289,303,321,329
2485,54.6,3,eu-016,189,482,264,701,374,388,321,329
2486,"13,802",3,eu-016,189,482,264,701,457,479,321,329
2487,EUTotal,3,eu-016,189,482,264,701,88,117,306,314
2488,65.1,3,eu-016,189,482,264,701,200,215,306,314
2489,7.9,3,eu-016,189,482,264,701,292,303,306,314
2490,27.0,3,eu-016,189,482,264,701,373,388,306,314
2491,"151,292",3,eu-016,189,482,264,701,450,479,306,314
2492,iceland,3,eu-016,189,482,264,701,88,112,292,300
2493,19.4,3,eu-016,189,482,264,701,201,215,292,300
2494,66.7,3,eu-016,189,482,264,701,289,303,292,300
2495,14.0,3,eu-016,189,482,264,701,374,388,292,300
2496,93,3,eu-016,189,482,264,701,471,479,292,300
2497,Liechtenstein,3,eu-016,189,482,264,701,88,133,278,286
2498,0,3,eu-016,189,482,264,701,211,215,278,286
2499,0,3,eu-016,189,482,264,701,299,303,278,286
2500,100.0,3,eu-016,189,482,264,701,370,388,278,286
2501,1,3,eu-016,189,482,264,701,475,479,278,286
2502,norway,3,eu-016,189,482,264,701,88,114,264,272
2503,23.7,3,eu-016,189,482,264,701,201,215,264,272
2504,72.2,3,eu-016,189,482,264,701,289,303,264,272
2505,4.1,3,eu-016,189,482,264,701,378,388,264,272
2506,"1,649",3,eu-016,189,482,264,701,461,479,264,272
2507,Country,2,eu-017,189,482,306,701,88,117,693,701
2508,domestic(%),2,eu-017,189,482,306,701,189,236,693,701
2509,Imported(%),2,eu-017,189,482,306,701,274,321,693,701
2510,Unknown(%),2,eu-017,189,482,306,701,358,407,693,701
2511,Total(n),2,eu-017,189,482,306,701,453,482,693,701
2512,Austria,2,eu-017,189,482,306,701,88,112,675,683
2513,92.9,2,eu-017,189,482,306,701,204,218,675,683
2514,7.1,2,eu-017,189,482,306,701,293,303,675,683
2515,0,2,eu-017,189,482,306,701,384,388,675,683
2516,"5,821",2,eu-017,189,482,306,701,461,479,675,683
2517,Belgium,2,eu-017,189,482,306,701,88,116,661,669
2518,0,2,eu-017,189,482,306,701,214,218,661,669
2519,0,2,eu-017,189,482,306,701,299,303,661,669
2520,100.0,2,eu-017,189,482,306,701,370,388,661,669
2521,"5,906",2,eu-017,189,482,306,701,461,479,661,669
2522,Bulgaria,2,eu-017,189,482,306,701,88,116,647,655
2523,0,2,eu-017,189,482,306,701,214,218,647,655
2524,0,2,eu-017,189,482,306,701,299,303,647,655
2525,100.0,2,eu-017,189,482,306,701,370,388,647,655
2526,38,2,eu-017,189,482,306,701,471,479,647,655
2527,Cyprus,2,eu-017,189,482,306,701,88,111,632,640
2528,100.0,2,eu-017,189,482,306,701,200,218,632,640
2529,0,2,eu-017,189,482,306,701,299,303,632,640
2530,0,2,eu-017,189,482,306,701,384,388,632,640
2531,17,2,eu-017,189,482,306,701,471,479,632,640
2532,CzechRepublic,2,eu-017,189,482,306,701,88,139,618,626
2533,99.2,2,eu-017,189,482,306,701,204,218,618,626
2534,0.8,2,eu-017,189,482,306,701,293,303,618,626
2535,0,2,eu-017,189,482,306,701,384,388,618,626
2536,"24,137",2,eu-017,189,482,306,701,457,479,618,626
2537,Denmark,2,eu-017,189,482,306,701,88,119,604,612
2538,10.0,2,eu-017,189,482,306,701,204,218,604,612
2539,12.1,2,eu-017,189,482,306,701,289,303,604,612
2540,77.9,2,eu-017,189,482,306,701,374,388,604,612
2541,"3,868",2,eu-017,189,482,306,701,461,479,604,612
2542,Estonia,2,eu-017,189,482,306,701,88,113,590,598
2543,86.8,2,eu-017,189,482,306,701,204,218,590,598
2544,13.2,2,eu-017,189,482,306,701,289,303,590,598
2545,0,2,eu-017,189,482,306,701,384,388,590,598
2546,114,2,eu-017,189,482,306,701,466,479,590,598
2547,Finland,2,eu-017,189,482,306,701,88,113,576,584
2548,19.2,2,eu-017,189,482,306,701,204,218,576,584
2549,56.6,2,eu-017,189,482,306,701,289,303,576,584
2550,24.2,2,eu-017,189,482,306,701,374,388,576,584
2551,"4,107",2,eu-017,189,482,306,701,461,479,576,584
2552,France,2,eu-017,189,482,306,701,88,110,562,570
2553,23.9,2,eu-017,189,482,306,701,204,218,562,570
2554,4.5,2,eu-017,189,482,306,701,293,303,562,570
2555,71.6,2,eu-017,189,482,306,701,374,388,562,570
2556,"3,058",2,eu-017,189,482,306,701,461,479,562,570
2557,Germany,2,eu-017,189,482,306,701,88,119,547,555
2558,88.0,2,eu-017,189,482,306,701,204,218,547,555
2559,6.6,2,eu-017,189,482,306,701,293,303,547,555
2560,5.3,2,eu-017,189,482,306,701,378,388,547,555
2561,"66,107",2,eu-017,189,482,306,701,457,479,547,555
2562,hungary,2,eu-017,189,482,306,701,88,117,533,541
2563,99.9,2,eu-017,189,482,306,701,204,218,533,541
2564,0.1,2,eu-017,189,482,306,701,293,303,533,541
2565,0,2,eu-017,189,482,306,701,384,388,533,541
2566,"5,809",2,eu-017,189,482,306,701,461,479,533,541
2567,ireland,2,eu-017,189,482,306,701,88,111,519,527
2568,12.1,2,eu-017,189,482,306,701,204,218,519,527
2569,1.5,2,eu-017,189,482,306,701,293,303,519,527
2570,86.4,2,eu-017,189,482,306,701,374,388,519,527
2571,"1,885",2,eu-017,189,482,306,701,461,479,519,527
2572,italy,2,eu-017,189,482,306,701,88,102,505,513
2573,7.4,2,eu-017,189,482,306,701,208,218,505,513
2574,1.2,2,eu-017,189,482,306,701,293,303,505,513
2575,91.4,2,eu-017,189,482,306,701,374,388,505,513
2576,676,2,eu-017,189,482,306,701,466,479,505,513
2577,Lithuania,2,eu-017,189,482,306,701,88,119,491,499
2578,99.6,2,eu-017,189,482,306,701,204,218,491,499
2579,0.4,2,eu-017,189,482,306,701,293,303,491,499
2580,0,2,eu-017,189,482,306,701,384,388,491,499
2581,564,2,eu-017,189,482,306,701,466,479,491,499
2582,Luxembourg,2,eu-017,189,482,306,701,88,131,476,484
2583,49.0,2,eu-017,189,482,306,701,204,218,476,484
2584,6.7,2,eu-017,189,482,306,701,293,303,476,484
2585,44.3,2,eu-017,189,482,306,701,374,388,476,484
2586,345,2,eu-017,189,482,306,701,466,479,476,484
2587,malta,2,eu-017,189,482,306,701,88,107,462,470
2588,97.8,2,eu-017,189,482,306,701,204,218,462,470
2589,1.1,2,eu-017,189,482,306,701,293,303,462,470
2590,1.1,2,eu-017,189,482,306,701,378,388,462,470
2591,91,2,eu-017,189,482,306,701,471,479,462,470
2592,netherlands,2,eu-017,189,482,306,701,88,129,448,456
2593,93.5,2,eu-017,189,482,306,701,204,218,448,456
2594,6.5,2,eu-017,189,482,306,701,293,303,448,456
2595,0,2,eu-017,189,482,306,701,384,388,448,456
2596,"3,289",2,eu-017,189,482,306,701,461,479,448,456
2597,poland,2,eu-017,189,482,306,701,88,111,434,442
2598,99.5,2,eu-017,189,482,306,701,204,218,434,442
2599,0.5,2,eu-017,189,482,306,701,293,303,434,442
2600,0,2,eu-017,189,482,306,701,384,388,434,442
2601,192,2,eu-017,189,482,306,701,466,479,434,442
2602,Slovakia,2,eu-017,189,482,306,701,88,116,420,428
2603,99.4,2,eu-017,189,482,306,701,204,218,420,428
2604,0.6,2,eu-017,189,482,306,701,293,303,420,428
2605,0,2,eu-017,189,482,306,701,384,388,420,428
2606,"3,380",2,eu-017,189,482,306,701,461,479,420,428
2607,Slovenia,2,eu-017,189,482,306,701,88,116,406,414
2608,0,2,eu-017,189,482,306,701,214,218,406,414
2609,0.6,2,eu-017,189,482,306,701,293,303,406,414
2610,99.4,2,eu-017,189,482,306,701,374,388,406,414
2611,"1,127",2,eu-017,189,482,306,701,461,479,406,414
2612,Spain,2,eu-017,189,482,306,701,88,107,391,399
2613,100.0,2,eu-017,189,482,306,701,200,218,391,399
2614,0,2,eu-017,189,482,306,701,299,303,391,399
2615,0,2,eu-017,189,482,306,701,384,388,391,399
2616,"5,055",2,eu-017,189,482,306,701,461,479,391,399
2617,Sweden,2,eu-017,189,482,306,701,88,115,377,385
2618,30.2,2,eu-017,189,482,306,701,204,218,377,385
2619,65.3,2,eu-017,189,482,306,701,289,303,377,385
2620,4.5,2,eu-017,189,482,306,701,378,388,377,385
2621,"7,106",2,eu-017,189,482,306,701,461,479,377,385
2622,UnitedKingdom,2,eu-017,189,482,306,701,88,143,363,371
2623,22.8,2,eu-017,189,482,306,701,204,218,363,371
2624,1.4,2,eu-017,189,482,306,701,293,303,363,371
2625,75.8,2,eu-017,189,482,306,701,374,388,363,371
2626,"57,815",2,eu-017,189,482,306,701,457,479,363,371
2627,EUTotal,2,eu-017,189,482,306,701,88,117,349,357
2628,61.6,2,eu-017,189,482,306,701,203,218,349,357
2629,6.8,2,eu-017,189,482,306,701,292,303,349,357
2630,31.6,2,eu-017,189,482,306,701,373,388,349,357
2631,"200,507",2,eu-017,189,482,306,701,450,479,349,357
2632,iceland,2,eu-017,189,482,306,701,88,112,335,343
2633,48.4,2,eu-017,189,482,306,701,204,218,335,343
2634,46.2,2,eu-017,189,482,306,701,289,303,335,343
2635,5.4,2,eu-017,189,482,306,701,378,388,335,343
2636,93,2,eu-017,189,482,306,701,471,479,335,343
2637,Liechtenstein,2,eu-017,189,482,306,701,88,133,321,329
2638,0,2,eu-017,189,482,306,701,214,218,321,329
2639,21.4,2,eu-017,189,482,306,701,289,303,321,329
2640,78.6,2,eu-017,189,482,306,701,374,388,321,329
2641,14,2,eu-017,189,482,306,701,471,479,321,329
2642,norway,2,eu-017,189,482,306,701,88,114,306,314
2643,41.2,2,eu-017,189,482,306,701,204,218,306,314
2644,51.0,2,eu-017,189,482,306,701,289,303,306,314
2645,7.9,2,eu-017,189,482,306,701,378,388,306,314
2646,"2,836",2,eu-017,189,482,306,701,461,479,306,314
2647,Country,1,eu-018,144,506,607,712,96,125,693,701
2648,"Sample
unit",1,eu-018,144,506,607,712,144,171,688,705
2649,"Sample
size",1,eu-018,144,506,607,712,189,216,688,705
2650,2007,1,eu-018,144,506,607,712,244,262,704,712
2651,2006,1,eu-018,144,506,607,712,301,319,704,712
2652,2005,1,eu-018,144,506,607,712,358,376,704,712
2653,2004,1,eu-018,144,506,607,712,415,433,704,712
2654,2003,1,eu-018,144,506,607,712,472,490,704,712
2655,n,1,eu-018,144,506,607,712,236,242,682,690
2656,%Pos,1,eu-018,144,506,607,712,257,278,682,690
2657,n,1,eu-018,144,506,607,712,293,299,682,690
2658,%Pos,1,eu-018,144,506,607,712,314,335,682,690
2659,n,1,eu-018,144,506,607,712,350,355,682,690
2660,%Pos,1,eu-018,144,506,607,712,371,392,682,690
2661,n,1,eu-018,144,506,607,712,407,412,682,690
2662,%Pos,1,eu-018,144,506,607,712,428,449,682,690
2663,n,1,eu-018,144,506,607,712,464,469,682,690
2664,%Pos,1,eu-018,144,506,607,712,484,506,682,690
2665,Austria,1,eu-018,144,506,607,712,88,112,663,671
2666,Single,1,eu-018,144,506,607,712,149,170,663,671
2667,25g,1,eu-018,144,506,607,712,197,209,663,671
2668,109,1,eu-018,144,506,607,712,234,246,663,671
2669,0.9,1,eu-018,144,506,607,712,263,273,663,671
2670,93,1,eu-018,144,506,607,712,293,302,663,671
2671,1.1,1,eu-018,144,506,607,712,320,330,663,671
2672,89,1,eu-018,144,506,607,712,350,358,663,671
2673,1.1,1,eu-018,144,506,607,712,377,387,663,671
2674,-,1,eu-018,144,506,607,712,410,413,663,671
2675,-,1,eu-018,144,506,607,712,439,441,663,671
2676,-,1,eu-018,144,506,607,712,467,469,663,671
2677,-,1,eu-018,144,506,607,712,495,498,663,671
2678,Germany,1,eu-018,144,506,607,712,88,119,649,657
2679,Single,1,eu-018,144,506,607,712,149,170,649,657
2680,25g,1,eu-018,144,506,607,712,197,209,649,657
2681,123,1,eu-018,144,506,607,712,234,246,649,657
2682,0.8,1,eu-018,144,506,607,712,263,273,649,657
2683,290,1,eu-018,144,506,607,712,289,302,649,657
2684,0.7,1,eu-018,144,506,607,712,320,330,649,657
2685,391,1,eu-018,144,506,607,712,346,358,649,657
2686,0.5,1,eu-018,144,506,607,712,377,387,649,657
2687,454,1,eu-018,144,506,607,712,400,413,649,657
2688,2.0,1,eu-018,144,506,607,712,431,441,649,657
2689,188,1,eu-018,144,506,607,712,457,469,649,657
2690,2.7,1,eu-018,144,506,607,712,488,498,649,657
2691,netherlands,1,eu-018,144,506,607,712,88,129,635,643
2692,Single,1,eu-018,144,506,607,712,149,170,635,643
2693,25g,1,eu-018,144,506,607,712,197,209,635,643
2694,269,1,eu-018,144,506,607,712,234,246,635,643
2695,1.1,1,eu-018,144,506,607,712,263,273,635,643
2696,397,1,eu-018,144,506,607,712,289,302,635,643
2697,0.3,1,eu-018,144,506,607,712,320,330,635,643
2698,389,1,eu-018,144,506,607,712,346,359,635,643
2699,0,1,eu-018,144,506,607,712,383,387,635,643
2700,287,1,eu-018,144,506,607,712,400,413,635,643
2701,1.1,1,eu-018,144,506,607,712,431,441,635,643
2702,227,1,eu-018,144,506,607,712,457,469,635,643
2703,0,1,eu-018,144,506,607,712,494,498,635,643
2704,Spain,1,eu-018,144,506,607,712,88,107,621,629
2705,Single,1,eu-018,144,506,607,712,149,170,621,629
2706,25g,1,eu-018,144,506,607,712,197,209,621,629
2707,36,1,eu-018,144,506,607,712,238,246,621,629
2708,0,1,eu-018,144,506,607,712,269,273,621,629
2709,40,1,eu-018,144,506,607,712,293,302,621,629
2710,0,1,eu-018,144,506,607,712,326,330,621,629
2711,107,1,eu-018,144,506,607,712,346,359,621,629
2712,0,1,eu-018,144,506,607,712,383,387,621,629
2713,-,1,eu-018,144,506,607,712,410,413,621,629
2714,-,1,eu-018,144,506,607,712,439,441,621,629
2715,-,1,eu-018,144,506,607,712,467,470,621,629
2716,-,1,eu-018,144,506,607,712,496,498,621,629
2717,Total(4MSs),1,eu-018,144,506,607,712,88,133,607,615
2718,537,1,eu-018,144,506,607,712,233,246,607,615
2719,0.9,1,eu-018,144,506,607,712,262,273,607,615
2720,820,1,eu-018,144,506,607,712,288,302,607,615
2721,0.5,1,eu-018,144,506,607,712,319,330,607,615
2722,976,1,eu-018,144,506,607,712,345,359,607,615
2723,0.3,1,eu-018,144,506,607,712,376,387,607,615
2724,741,1,eu-018,144,506,607,712,399,413,607,615
2725,1.7,1,eu-018,144,506,607,712,430,441,607,615
2726,415,1,eu-018,144,506,607,712,456,470,607,615
2727,1.2,1,eu-018,144,506,607,712,487,498,607,615
2728,Country,1,eu-018,105,506,270,418,105,134,399,407
2729,"Sample
unit",1,eu-018,105,506,270,418,158,184,394,411
2730,"Sample
size",1,eu-018,105,506,270,418,194,220,394,411
2731,2007,1,eu-018,105,506,270,418,244,262,410,418
2732,2006,1,eu-018,105,506,270,418,301,319,410,418
2733,2005,1,eu-018,105,506,270,418,358,376,410,418
2734,2004,1,eu-018,105,506,270,418,415,433,410,418
2735,2003,1,eu-018,105,506,270,418,472,490,410,418
2736,n,1,eu-018,105,506,270,418,236,242,388,396
2737,%Pos,1,eu-018,105,506,270,418,257,278,388,396
2738,n,1,eu-018,105,506,270,418,293,299,388,396
2739,%Pos,1,eu-018,105,506,270,418,314,335,388,396
2740,n,1,eu-018,105,506,270,418,350,356,388,396
2741,%Pos,1,eu-018,105,506,270,418,371,392,388,396
2742,n,1,eu-018,105,506,270,418,407,413,388,396
2743,%Pos,1,eu-018,105,506,270,418,428,449,388,396
2744,n,1,eu-018,105,506,270,418,464,469,388,396
2745,%Pos,1,eu-018,105,506,270,418,485,506,388,396
2746,Estonia,1,eu-018,105,506,270,418,88,113,369,377
2747,Single,1,eu-018,105,506,270,418,156,177,369,377
2748,25g,1,eu-018,105,506,270,418,192,205,369,377
2749,-,1,eu-018,105,506,270,418,238,241,369,377
2750,-,1,eu-018,105,506,270,418,267,269,369,377
2751,42,1,eu-018,105,506,270,418,294,302,369,377
2752,0,1,eu-018,105,506,270,418,322,326,369,377
2753,-,1,eu-018,105,506,270,418,352,354,369,377
2754,-,1,eu-018,105,506,270,418,380,383,369,377
2755,-,1,eu-018,105,506,270,418,413,416,369,377
2756,-,1,eu-018,105,506,270,418,437,440,369,377
2757,-,1,eu-018,105,506,270,418,466,468,369,377
2758,-,1,eu-018,105,506,270,418,494,497,369,377
2759,Germany,1,eu-018,105,506,270,418,88,119,355,363
2760,Single,1,eu-018,105,506,270,418,156,177,355,363
2761,25g,1,eu-018,105,506,270,418,192,205,355,363
2762,35,1,eu-018,105,506,270,418,232,241,355,363
2763,0,1,eu-018,105,506,270,418,265,269,355,363
2764,43,1,eu-018,105,506,270,418,294,302,355,363
2765,0,1,eu-018,105,506,270,418,322,326,355,363
2766,47,1,eu-018,105,506,270,418,346,354,355,363
2767,2.1,1,eu-018,105,506,270,418,373,383,355,363
2768,-,1,eu-018,105,506,270,418,413,416,355,363
2769,-,1,eu-018,105,506,270,418,437,440,355,363
2770,-,1,eu-018,105,506,270,418,466,468,355,363
2771,-,1,eu-018,105,506,270,418,494,497,355,363
2772,hungary,1,eu-018,105,506,270,418,88,117,341,349
2773,Single,1,eu-018,105,506,270,418,156,177,341,349
2774,25g,1,eu-018,105,506,270,418,192,205,341,349
2775,-,1,eu-018,105,506,270,418,238,241,341,349
2776,-,1,eu-018,105,506,270,418,267,269,341,349
2777,202,1,eu-018,105,506,270,418,289,302,341,349
2778,2.5,1,eu-018,105,506,270,418,316,326,341,349
2779,-,1,eu-018,105,506,270,418,352,354,341,349
2780,-,1,eu-018,105,506,270,418,380,383,341,349
2781,-,1,eu-018,105,506,270,418,413,416,341,349
2782,-,1,eu-018,105,506,270,418,437,440,341,349
2783,-,1,eu-018,105,506,270,418,466,468,341,349
2784,-,1,eu-018,105,506,270,418,494,497,341,349
2785,italy,1,eu-018,105,506,270,418,88,103,327,335
2786,Single,1,eu-018,105,506,270,418,156,177,327,335
2787,25g,1,eu-018,105,506,270,418,192,205,327,335
2788,334,1,eu-018,105,506,270,418,228,241,327,335
2789,2.4,1,eu-018,105,506,270,418,259,269,327,335
2790,241,1,eu-018,105,506,270,418,289,302,327,335
2791,0.4,1,eu-018,105,506,270,418,316,326,327,335
2792,394,1,eu-018,105,506,270,418,342,354,327,335
2793,0.5,1,eu-018,105,506,270,418,373,383,327,335
2794,196,1,eu-018,105,506,270,418,403,416,327,335
2795,0,1,eu-018,105,506,270,418,436,440,327,335
2796,161,1,eu-018,105,506,270,418,456,468,327,335
2797,0.6,1,eu-018,105,506,270,418,487,497,327,335
2798,Luxembourg,1,eu-018,105,506,270,418,88,131,312,320
2799,Single,1,eu-018,105,506,270,418,156,177,312,320
2800,10g,1,eu-018,105,506,270,418,192,205,312,320
2801,62,1,eu-018,105,506,270,418,232,241,312,320
2802,0,1,eu-018,105,506,270,418,265,269,312,320
2803,37,1,eu-018,105,506,270,418,294,302,312,320
2804,0,1,eu-018,105,506,270,418,322,326,312,320
2805,-,1,eu-018,105,506,270,418,352,354,312,320
2806,-,1,eu-018,105,506,270,418,380,383,312,320
2807,-,1,eu-018,105,506,270,418,413,416,312,320
2808,-,1,eu-018,105,506,270,418,437,440,312,320
2809,-,1,eu-018,105,506,270,418,466,468,312,320
2810,-,1,eu-018,105,506,270,418,494,497,312,320
2811,netherlands,1,eu-018,105,506,270,418,88,129,298,306
2812,Single,1,eu-018,105,506,270,418,156,177,298,306
2813,25g,1,eu-018,105,506,270,418,192,205,298,306
2814,264,1,eu-018,105,506,270,418,228,241,298,306
2815,0,1,eu-018,105,506,270,418,265,269,298,306
2816,936,1,eu-018,105,506,270,418,290,302,298,306
2817,0.4,1,eu-018,105,506,270,418,316,326,298,306
2818,463,1,eu-018,105,506,270,418,342,354,298,306
2819,1.1,1,eu-018,105,506,270,418,373,383,298,306
2820,847,1,eu-018,105,506,270,418,403,416,298,306
2821,0.8,1,eu-018,105,506,270,418,430,440,298,306
2822,678,1,eu-018,105,506,270,418,456,468,298,306
2823,0.2,1,eu-018,105,506,270,418,487,497,298,306
2824,Romania,1,eu-018,105,506,270,418,88,118,284,292
2825,Single,1,eu-018,105,506,270,418,156,177,284,292
2826,-,1,eu-018,105,506,270,418,192,195,284,292
2827,-,1,eu-018,105,506,270,418,238,241,284,292
2828,-,1,eu-018,105,506,270,418,267,269,284,292
2829,37,1,eu-018,105,506,270,418,294,302,284,292
2830,0,1,eu-018,105,506,270,418,322,326,284,292
2831,-,1,eu-018,105,506,270,418,352,354,284,292
2832,-,1,eu-018,105,506,270,418,380,383,284,292
2833,-,1,eu-018,105,506,270,418,413,416,284,292
2834,-,1,eu-018,105,506,270,418,437,440,284,292
2835,-,1,eu-018,105,506,270,418,466,468,284,292
2836,-,1,eu-018,105,506,270,418,494,497,284,292
2837,Total(7MSs),1,eu-018,105,506,270,418,88,133,270,278
2838,695,1,eu-018,105,506,270,418,227,241,270,278
2839,1.2,1,eu-018,105,506,270,418,258,269,270,278
2840,"1,538",1,eu-018,105,506,270,418,282,302,270,278
2841,0.7,1,eu-018,105,506,270,418,315,326,270,278
2842,904,1,eu-018,105,506,270,418,341,354,270,278
2843,0.9,1,eu-018,105,506,270,418,372,383,270,278
2844,"1,043",1,eu-018,105,506,270,418,396,416,270,278
2845,0.6,1,eu-018,105,506,270,418,429,440,270,278
2846,839,1,eu-018,105,506,270,418,455,468,270,278
2847,0.3,1,eu-018,105,506,270,418,486,497,270,278
2848,Country,3,eu-019,113,390,434,701,113,142,693,701
2849,domestic(%),3,eu-019,113,390,434,701,176,223,693,701
2850,Imported(%),3,eu-019,113,390,434,701,234,282,693,701
2851,Unknown(%),3,eu-019,113,390,434,701,293,341,693,701
2852,Total(n),3,eu-019,113,390,434,701,361,390,693,701
2853,Austria,3,eu-019,113,390,434,701,88,112,675,683
2854,0,3,eu-019,113,390,434,701,199,203,675,683
2855,100,3,eu-019,113,390,434,701,249,262,675,683
2856,0,3,eu-019,113,390,434,701,316,320,675,683
2857,1,3,eu-019,113,390,434,701,375,379,675,683
2858,Belgium,3,eu-019,113,390,434,701,88,116,661,669
2859,0,3,eu-019,113,390,434,701,199,203,661,669
2860,0,3,eu-019,113,390,434,701,258,262,661,669
2861,100,3,eu-019,113,390,434,701,308,320,661,669
2862,3,3,eu-019,113,390,434,701,375,379,661,669
2863,Bulgaria,3,eu-019,113,390,434,701,88,116,647,655
2864,0,3,eu-019,113,390,434,701,199,203,647,655
2865,0,3,eu-019,113,390,434,701,258,262,647,655
2866,100,3,eu-019,113,390,434,701,308,320,647,655
2867,9,3,eu-019,113,390,434,701,375,379,647,655
2868,Finland,3,eu-019,113,390,434,701,88,113,632,640
2869,0,3,eu-019,113,390,434,701,199,203,632,640
2870,0,3,eu-019,113,390,434,701,258,262,632,640
2871,100,3,eu-019,113,390,434,701,308,320,632,640
2872,2,3,eu-019,113,390,434,701,375,379,632,640
